,Imagem,FEX-esperada,FEX-detectada
155,NA_SA3_207_tiff,sad,neutral
156,NM_AN3_106_tiff,sad,neutral
157,NM_SA1_98_tiff,sad,surprise
158,NM_SA2_99_tiff,sad,surprise
159,NM_SA3_100_tiff,sad,surprise
160,TM_DI1_193_tiff,sad,sad
161,TM_DI2_194_tiff,sad,sad
162,TM_DI3_195_tiff,sad,sad
163,TM_SA1_184_tiff,sad,sad
164,TM_SA2_185_tiff,sad,sad
165,TM_SA3_186_tiff,sad,sad
166,UY_DI1_149_tiff,sad,sad
167,UY_DI3_151_tiff,sad,sad
168,UY_FE1_152_tiff,sad,sad
169,UY_FE2_153_tiff,sad,sad
170,UY_FE3_154_tiff,sad,sad
171,UY_SA1_140_tiff,sad,sad
172,UY_SA2_141_tiff,sad,sad
173,UY_SA3_142_tiff,sad,sad
174,YM_SA1_55_tiff,sad,sad
175,YM_SA2_56_tiff,sad,sad
176,YM_SA3_57_tiff,sad,sad
177,KA_FE4_48_tiff,surprise,fear
178,KA_SU1_36_tiff,surprise,surprise
179,KA_SU2_37_tiff,surprise,surprise
180,KA_SU3_38_tiff,surprise,surprise
181,KL_SU1_164_tiff,surprise,surprise
182,KL_SU2_165_tiff,surprise,surprise
183,KL_SU3_166_tiff,surprise,surprise
184,KM_FE1_23_tiff,surprise,surprise
185,KM_SU1_14_tiff,surprise,fear
186,KM_SU2_15_tiff,surprise,fear
187,KM_SU3_16_tiff,surprise,fear
188,KR_FE1_89_tiff,surprise,neutral
189,KR_FE2_90_tiff,surprise,neutral
190,KR_FE3_91_tiff,surprise,fear
191,KR_SU1_80_tiff,surprise,surprise
192,KR_SU2_81_tiff,surprise,surprise
193,KR_SU3_82_tiff,surprise,surprise
194,MK_SU1_122_tiff,surprise,fear
195,MK_SU2_123_tiff,surprise,fear
196,MK_SU3_124_tiff,surprise,fear
197,NA_SU2_209_tiff,surprise,surprise
198,NA_SU3_210_tiff,surprise,surprise
199,NM_SU1_101_tiff,surprise,surprise
200,NM_SU2_102_tiff,surprise,surprise
201,NM_SU3_103_tiff,surprise,surprise
202,TM_SU2_188_tiff,surprise,surprise
203,TM_SU3_189_tiff,surprise,fear
204,UY_SU1_143_tiff,surprise,surprise
205,UY_SU2_144_tiff,surprise,surprise
206,UY_SU3_145_tiff,surprise,surprise
207,YM_SU1_58_tiff,surprise,surprise
208,YM_SU2_59_tiff,surprise,surprise
209,YM_SU3_60_tiff,surprise,fear
