,Imagem,FEX-esperada,FEX-detectada
81,S060_002_00000026.png_1_2,happy,happy
82,S060_003_00000018.png_1,surprise,surprise
83,S060_005_00000021.png_1,disgust,disgust
84,S061_001_00000012.png_1,surprise,fear
85,S061_002_00000015.png_1,happy,happy
86,S061_004_00000022.png_1,disgust,disgust
87,S062_001_00000017.png_1,fear,fear
88,S062_002_00000016.png_1,surprise,surprise
89,S062_004_00000024.png_1,happy,happy
90,S062_005_00000029.png_1,disgust,disgust
91,S063_001_00000013.png_1,surprise,surprise
92,S063_002_00000023.png_1,happy,happy
93,S064_001_00000012.png_1,surprise,surprise
94,S064_003_00000025.png_1,happy,happy
95,S064_004_00000014.png_1,sad,neutral
96,S065_002_00000022.png_1,fear,fear
97,S065_003_00000022.png_1,surprise,fear
98,S065_004_00000028.png_1,happy,happy
99,S065_005_00000008.png_1,disgust,angry
100,S066_002_00000022.png_1,surprise,surprise
101,S066_003_00000012.png_1,happy,happy
102,S066_004_00000010.png_1,sad,sad
103,S066_005_00000011.png_1,angry,angry
104,S067_002_00000014.png_1,surprise,surprise
105,S067_004_00000023.png_1,angry,angry
106,S067_005_00000022.png_1,happy,surprise
107,S067_006_00000011.png_1,disgust,disgust
108,S068_002_00000015.png_1_2,happy,happy
109,S068_003_00000014.png_1_2,surprise,surprise
110,S068_004_00000010.png_1,fear,sad
111,S068_005_00000021.png_1,disgust,disgust
112,S069_002_00000014.png_1,surprise,surprise
113,S069_003_00000011.png_1,disgust,disgust
114,S069_004_00000017.png_1,happy,happy
115,S070_002_00000016.png_1,surprise,surprise
116,S070_003_00000017.png_1,happy,happy
117,S070_005_00000016.png_1,disgust,disgust
118,S071_001_00000013.png_1,surprise,surprise
119,S071_002_00000020.png_1,sad,sad
120,S071_004_00000028.png_1,angry,angry
121,S071_005_00000021.png_1,happy,happy
122,S071_006_00000014.png_1,disgust,disgust
123,S072_005_00000019.png_1,angry,angry
124,S072_006_00000022.png_1,happy,happy
125,S073_001_00000013.png_1,surprise,surprise
126,S073_006_00000014.png_1,disgust,angry
127,S074_001_00000020.png_1,fear,surprise
128,S074_002_00000016.png_1,surprise,surprise
129,S074_004_00000018.png_1,disgust,disgust
130,S074_005_00000043.png_1,happy,happy
131,S075_002_00000014.png_1,surprise,surprise
132,S075_005_00000012.png_1,disgust,disgust
133,S075_006_00000025.png_1,happy,happy
134,S075_008_00000012.png_1,angry,neutral
135,S076_001_00000017.png_1,surprise,surprise
136,S076_005_00000012.png_1,disgust,disgust
137,S076_006_00000019.png_1,happy,happy
138,S077_001_00000028.png_1,surprise,surprise
139,S077_006_00000014.png_1,disgust,disgust
140,S078_001_00000033.png_1,surprise,surprise
141,S078_004_00000027.png_1,happy,happy
142,S078_007_00000013.png_1,disgust,disgust
143,S079_001_00000012.png_1,surprise,surprise
144,S079_002_00000012.png_1,disgust,disgust
145,S079_004_00000026.png_1,happy,happy
146,S080_001_00000018.png_1,surprise,fear
147,S080_005_00000013.png_1,sad,sad
148,S080_008_00000009.png_1,disgust,disgust
149,S081_001_00000019.png_1,surprise,surprise
150,S081_002_00000024.png_1,sad,sad
151,S081_008_00000011.png_1,disgust,disgust
152,S082_001_00000015.png_1,surprise,surprise
153,S082_005_00000017.png_1,angry,angry
154,S082_007_00000010.png_1,disgust,angry
155,S083_003_00000019.png_1,happy,happy
156,S084_001_00000010.png_1,surprise,fear
157,S084_002_00000023.png_1,fear,sad
158,S085_002_00000014.png_1,happy,happy
159,S085_003_00000013.png_1,surprise,surprise
160,S085_004_00000017.png_1,disgust,disgust
161,S086_001_00000019.png_1,surprise,fear
162,S086_002_00000015.png_1,happy,happy
163,S087_001_00000011.png_1,surprise,fear
164,S087_004_00000012.png_1,disgust,disgust
165,S087_005_00000012.png_1,happy,happy
166,S087_007_00000016.png_1,angry,angry
167,S088_001_00000017.png_1,surprise,surprise
168,S088_004_00000020.png_1,disgust,disgust
169,S089_001_00000016.png_1,surprise,surprise
170,S089_002_00000021.png_1,happy,happy
171,S089_003_00000036.png_1,angry,angry
172,S090_002_00000011.png_1,surprise,surprise
173,S090_006_00000011.png_1,disgust,disgust
174,S090_007_00000014.png_1,angry,angry
175,S091_001_00000015.png_1,fear,fear
176,S091_003_00000021.png_1,happy,happy
177,S092_001_00000017.png_1,surprise,surprise
178,S092_003_00000014.png_1,angry,angry
179,S092_004_00000024.png_1,happy,happy
180,S093_001_00000020.png_1,sad,sad
181,S093_004_00000016.png_1,happy,happy
182,S094_001_00000010.png_1,surprise,surprise
183,S094_004_00000012.png_1,happy,happy
184,S095_001_00000016.png_1,surprise,surprise
185,S095_006_00000013.png_1,disgust,disgust
186,S095_007_00000021.png_1,happy,happy
187,S095_010_00000014.png_1,sad,sad
188,S096_001_00000007.png_1,surprise,surprise
189,S096_003_00000012.png_1,disgust,disgust
190,S096_004_00000011.png_1,happy,happy
191,S097_001_00000021.png_1,surprise,surprise
192,S097_004_00000030.png_1,disgust,disgust
193,S097_006_00000019.png_1,happy,happy
194,S098_003_00000013.png_1,disgust,angry
195,S098_004_00000015.png_1,happy,happy
196,S099_001_00000014.png_1,surprise,surprise
197,S099_004_00000015.png_1,happy,happy
198,S099_007_00000012.png_1,disgust,disgust
199,S100_002_00000015.png_1,surprise,surprise
200,S100_005_00000023.png_1,angry,angry
201,S100_006_00000016.png_1,happy,happy
202,S101_002_00000019.png_1,surprise,surprise
203,S102_002_00000018.png_1,surprise,surprise
204,S102_003_00000016.png_1,fear,sad
205,S102_009_00000015.png_1,disgust,neutral
206,S105_008_00000010.png_1,disgust,disgust
207,S106_002_00000016.png_1,sad,sad
208,S106_004_00000008.png_1,disgust,disgust
209,S106_006_00000011.png_1,happy,happy
210,S107_001_00000010.png_1,surprise,surprise
211,S107_005_00000011.png_1,disgust,disgust
212,S108_005_00000022.png_1,sad,sad
213,S108_006_00000020.png_1,disgust,disgust
214,S108_008_00000013.png_1,happy,happy
215,S109_003_00000017.png_1,angry,angry
216,S109_005_00000014.png_1,disgust,disgust
217,S109_006_00000015.png_1,happy,happy
218,S110_001_00000013.png_1,surprise,surprise
219,S111_001_00000014.png_1,surprise,surprise
220,S111_006_00000010.png_1,angry,angry
221,S111_007_00000014.png_1,disgust,disgust
222,S112_005_00000017.png_1,angry,neutral
223,S113_001_00000012.png_1,surprise,surprise
224,S113_003_00000015.png_1,sad,sad
225,S113_008_00000023.png_1,angry,angry
226,S114_001_00000018.png_1_2,surprise,surprise
227,S114_006_00000023.png_1,happy,happy
228,S115_001_00000008.png_1,surprise,surprise
229,S115_004_00000017.png_1,sad,neutral
230,S115_008_00000017.png_1,happy,happy
231,S116_001_00000014.png_1,surprise,surprise
232,S116_006_00000007.png_1,disgust,disgust
233,S116_007_00000017.png_1,happy,happy
234,S117_001_00000014.png_1,surprise,surprise
235,S117_003_00000014.png_1,fear,sad
236,S117_006_00000010.png_1,angry,angry
237,S119_001_00000011.png_1,surprise,surprise
238,S119_003_00000024.png_1,fear,fear
239,S119_008_00000018.png_1,angry,neutral
240,S122_001_00000012.png_1,surprise,surprise
241,S124_001_00000014.png_1,surprise,fear
242,S124_003_00000011.png_1,fear,sad
243,S124_006_00000011.png_1,disgust,disgust
244,S124_007_00000024.png_1,happy,happy
245,S125_001_00000014.png_1,sad,sad
246,S125_005_00000013.png_1,happy,happy
247,S125_006_00000022.png_1,fear,fear
248,S125_007_00000009.png_1,surprise,fear
249,S125_008_00000010.png_1,disgust,disgust
250,S126_004_00000012.png_1,surprise,surprise
251,S126_008_00000029.png_1,angry,angry
252,S127_001_00000017.png_1,surprise,surprise
253,S127_004_00000016.png_1,happy,happy
254,S127_010_00000018.png_1,angry,angry
255,S128_004_00000013.png_1,disgust,disgust
256,S128_011_00000016.png_1,happy,happy
257,S129_002_00000011.png_1,surprise,happy
258,S129_006_00000010.png_1,angry,neutral
259,S129_011_00000018.png_1,disgust,disgust
260,S129_012_00000011.png_1,happy,happy
261,S130_001_00000018.png_1,surprise,surprise
262,S130_007_00000020.png_1,angry,angry
263,S130_009_00000019.png_1,sad,sad
264,S130_012_00000011.png_1,disgust,disgust
265,S130_013_00000015.png_1,happy,happy
266,S131_001_00000016.png_1,surprise,fear
267,S131_003_00000024.png_1,sad,sad
268,S131_006_00000022.png_1,happy,happy
269,S131_010_00000018.png_1,disgust,disgust
270,S132_002_00000018.png_1,sad,sad
271,S132_003_00000023.png_1,fear,fear
272,S132_005_00000016.png_1,disgust,disgust
273,S132_006_00000023.png_1,happy,happy
274,S132_008_00000010.png_1,surprise,surprise
275,S133_003_00000047.png_1,angry,angry
276,S133_009_00000006.png_1,surprise,angry
277,S133_010_00000014.png_1,happy,happy
278,S134_003_00000011.png_1,angry,neutral
279,S134_004_00000015.png_1,happy,happy
280,S134_008_00000013.png_1,disgust,disgust
281,S135_001_00000039.png_1,surprise,surprise
282,S135_012_00000020.png_1,happy,happy
283,S136_001_00000019.png_1,surprise,surprise
284,S136_003_00000014.png_1,sad,sad
285,S136_005_00000010.png_1,angry,sad
286,S136_006_00000020.png_1,happy,happy
287,S137_001_00000014.png_1,surprise,surprise
288,S137_005_00000027.png_1,sad,sad
289,S137_011_00000020.png_1,happy,happy
290,S138_001_00000012.png_1,fear,fear
291,S138_004_00000013.png_1,surprise,fear
292,S138_005_00000016.png_1,happy,happy
293,S138_007_00000011.png_1,sad,sad
294,S501_001_00000067.png_1,angry,angry
295,S501_004_00000056.png_1,fear,sad
296,S501_006_00000041.png_1,sad,sad
297,S502_001_00000016.png_1,angry,fear
298,S502_004_00000052.png_1,fear,fear
299,S503_001_00000071.png_1,angry,angry
300,S503_006_00000020.png_1,sad,sad
301,S504_001_00000022.png_1,angry,disgust
302,S504_004_00000015.png_1,fear,fear
303,S504_006_00000018.png_1,sad,sad
304,S505_006_00000019.png_1,sad,sad
305,S506_001_00000040.png_1,angry,angry
306,S506_004_00000038.png_1,fear,fear
307,S506_006_00000042.png_1,sad,sad
308,S999_001_00000018.png_1,angry,angry
309,S999_003_00000055.png_1,fear,fear
